Included features;Churn in 1 months;Churn in 2 months;Churn in 3 months
((13, 14), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7844908840103072, 0.7823419505884668, 0.7989916757071786, 0.7947942529682406, 0.7725103374469963, 0.8131697708262896, 0.7959551004565554, 0.8424551807107655, 0.812635859101854, 0.731619808417194]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7801686520305116, 0.7892528328692727, 0.7750622000404809, 0.8228589071002784, 0.7935069130169381, 0.806228157038762, 0.8017280733820167, 0.7988478556555615, 0.8050912831588678, 0.8031695204542173]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.8024968339789992, 0.8084246853430777, 0.7752935697015757, 0.8011060088898898, 0.793408541290274, 0.769880859023005, 0.7956576470714934, 0.8015844419536755, 0.780043004952387, 0.7870104217410936]}
((13, 14), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6788819944844764, 0.7002119400295146, 0.7427640242232845, 0.7210276414445813, 0.6844480620726553, 0.7309008183557643, 0.7294232507817943, 0.7385304274247031, 0.6707516311149233, 0.7323756094303078]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6871744308314738, 0.7328361020399516, 0.7217624023847035, 0.7484237257391619, 0.7076680101189119, 0.7274309481824723, 0.7486944268086988, 0.7374398409709144, 0.6957426188674752, 0.717018683558833]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6942424964775216, 0.703514542846906, 0.7095693410373092, 0.7171357638128664, 0.7017282609004596, 0.7204070523578037, 0.7535857288906671, 0.7207662754054869, 0.7120905152377234, 0.7228254135591434]}
((6, 7), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7584059190095898, 0.743985747950241, 0.7653082689125941, 0.7814296347536234, 0.7676394438616809, 0.7858366305260092, 0.8248941432301437, 0.7548273103080412, 0.7548718183273493, 0.7841982425530136]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7757067386178125, 0.7974104046242774, 0.7587919164131927, 0.7988622174081187, 0.7647528481444552, 0.754203700765171, 0.7876768113159242, 0.7429533557227388, 0.7715852208444702, 0.7235262364207433]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7592444333599502, 0.7643058528726601, 0.786867481080679, 0.7910116793709485, 0.7656157880422944, 0.7830163674353815, 0.7688192542196957, 0.7513256566223916, 0.7733639036974916, 0.7680044204826137]}
((6, 7), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5218844039382995, 0.5084027091430545, 0.5417357247005712, 0.5264070391060232, 0.5162274042308719, 0.5090645032051282, 0.5060528961569238, 0.543501532980491, 0.5106355566798668, 0.5028126967170898]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5127179618550847, 0.5093272007299712, 0.4972639613656573, 0.5207935087208285, 0.5329854404215791, 0.5286204887337157, 0.5154926405204286, 0.5198471659037808, 0.5082741330445046, 0.5242846281972695]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5150061206247704, 0.5300864455474736, 0.507707521163227, 0.5320889873986376, 0.5208805510512123, 0.5128593613775065, 0.50312487194538, 0.5238666961318723, 0.5075812507139389, 0.5157024008416827]}
((9, 10, 12), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.762943555705603, 0.7297993609138811, 0.7922688150520416, 0.7988173872431279, 0.7725090286247904, 0.796693237368431, 0.7374857410470701, 0.776998316708498, 0.7227837679791536, 0.8182041741930417]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7744218435593253, 0.7505170277234157, 0.7417307299976768, 0.7332286913959023, 0.769414708390689, 0.7323725902678551, 0.7737624331488027, 0.7698180107750315, 0.7431362662753253, 0.7271661470043338]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7593488817520507, 0.7577580037232887, 0.7464221475130769, 0.7751159483300216, 0.7758386830565543, 0.7685674262511033, 0.7320562786362076, 0.7757507865394686, 0.7658842126481814, 0.7629470784595438]}
((3, 11), (13, 14), (6, 7));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.8345747739872559, 0.8125035087998049, 0.7706687474572051, 0.7984377165916244, 0.8303918023328617, 0.7912088917398175, 0.7692985383434559, 0.7973735640402306, 0.7706992706992708, 0.7832766539744282]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7636691146333879, 0.7409338009328434, 0.7933107250770379, 0.7583332291126021, 0.7919847965088405, 0.7713753523962947, 0.7265827862103907, 0.7662717332990789, 0.7491873825094761, 0.7557966806035349]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7538105860181213, 0.7610928173783287, 0.7516657087329459, 0.7520206642267018, 0.7611233250129765, 0.7578984307151657, 0.7543627053760528, 0.7376156160491967, 0.7576647034890371, 0.7426723174503136]}
((3, 11), (13, 14), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.8415668202764978, 0.8592807665448232, 0.8719053781036461, 0.8320349963267215, 0.811662390273933, 0.8582981228959667, 0.8574091488309467, 0.8715024050561747, 0.8634418646027933, 0.8595675789035737]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.8469958128857383, 0.8374911800460763, 0.8500578142094479, 0.8646569559904078, 0.7965320918585903, 0.854357786317899, 0.8150514413551029, 0.8002023549108408, 0.8378424327045122, 0.8258282790395722]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.8233327290452176, 0.8073861449610364, 0.7851934315575855, 0.8360948413260063, 0.8327301183256862, 0.8182783242523786, 0.7976555189963158, 0.8181361810768344, 0.8219143204814898, 0.8102407173787038]}
((3, 11), (13, 14), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 6, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7801285747345547, 0.8085734158101975, 0.8016604889357177, 0.8109135398253207, 0.7470834953232556, 0.7835177350378484, 0.7923782627226271, 0.7611941433866167, 0.7761076680311936, 0.8280592208297384]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.7783343491945425, 0.7506338997850618, 0.7720493769705232, 0.7797600881728718, 0.7526004584228908, 0.7756819753386802, 0.8158298461799721, 0.7393634208634005, 0.7348703746470011, 0.7569494098538704]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.764037023771988, 0.7520196977150846, 0.7619744305715083, 0.7600234081693007, 0.7886865539283909, 0.7490859845174566, 0.753822326191122, 0.7815702740530046, 0.7537290548516231, 0.7529871983955562]}
((3, 11), (6, 7), (9, 10, 12));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.8346763916705955, 0.8512832672629111, 0.8244450379867045, 0.7816697169648719, 0.8420591396619937, 0.8627569625325585, 0.817293155579989, 0.8153939147114, 0.847717083529967, 0.8106823639274279]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.1, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.8274693580389146, 0.7979303433631071, 0.7764572987810249, 0.7805943646433887, 0.8220705001232669, 0.7794923524226023, 0.7739629593756633, 0.8430944545189961, 0.7787551745946568, 0.7712660783852766]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.2, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 8, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.8003432747071815, 0.779100210007821, 0.8073982225893512, 0.7894631656760887, 0.7566676377242603, 0.7832932956982008, 0.7846401537094968, 0.7956432883177096, 0.8112803317995978, 0.7609884858800833]}
((3, 11), (6, 7), (4, 5, 8));{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6508139165330813, 0.6449692727558313, 0.6916286650799188, 0.6569326121545002, 0.7247104247104247, 0.7194157071117689, 0.6318628688860056, 0.6747138341317835, 0.6316626546934023, 0.7063746571033331]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.6300598624144949, 0.5986794463071688, 0.6364068396104239, 0.655504480185426, 0.5850716600617947, 0.5811486880657573, 0.6196615231932069, 0.6246793285077014, 0.6304545884627951, 0.6096481880980741]};{'parameter_settings': {'reg_alpha': 0, 'n_jobs': -1, 'colsample_bytree': 1, 'silent': True, 'colsample_bylevel': 1, 'scale_pos_weight': 1.0, 'learning_rate': 0.05, 'missing': None, 'max_delta_step': 0, 'nthread': None, 'base_score': 0.5, 'n_estimators': 800, 'subsample': 1, 'reg_lambda': 1, 'random_state': 0, 'min_child_weight': 1, 'objective': 'binary:logistic', 'seed': None, 'max_depth': 4, 'gamma': 0, 'booster': 'gbtree'}, 'AUC_scores': [0.5775351749096503, 0.5870381825886617, 0.5853426891739729, 0.6206788568611425, 0.5905090240138513, 0.575558772455425, 0.6081655368406592, 0.606423739402964, 0.5787573369824013, 0.578274906002357]}
